va_code,code,name
"OBA","3311","El cliente  liquida la operación por medio de una transferencia proveniente de un país extranjero."
"OBA","3312","La información y documentación presentada por el cliente es inconsistente o de difícil verificación por parte del Sujeto Obligado."
"OBA","3313","El cliente insiste en liquidar o pagar la operación en efectivo rebasando el umbral permitido en la Ley."
"OBA","3314","El cliente intenta sobornar, extorsionar o amenaza con el fin de realizar la operación fuera de los parámetros establecidos, o con la finalidad de evitar el envío del Aviso."
"OBA","3315","El cliente o personas relacionadas con él realizan múltiples operaciones en un periodo muy corto sin razón aparente."
"OBA","3316","La operación la paga un tercero sin relación aparente con el cliente."
"OBA","3317","El agente que vende la obra a la casa de subastas se niega a proporcionar el nombre del propietario real al que representa."
"OBA","3318","El cliente solicita que la factura refleje un precio mucho menor del pactado, y el resto liquidarlo en efectivo."
"OBA","3319","El cliente pretende liquidar la operación con monedas virtuales."
"OBA","9999","Otra alerta."
"SPR","100","Sin alerta."
"SPR","3401","El cliente se rehúsa a proporcionar documentos personales que lo identifiquen."
"SPR","3402","La operación no es acorde con la actividad económica o giro mercantil declarado por el cliente."
"SPR","3403","Hay indicios, o certeza, que las partes no están actuando en nombre propio y están tratando de ocultar la identidad del cliente real."
"SPR","3404","La información y documentación presentada por el cliente es inconsistente o de difícil verificación por parte del Sujeto Obligado."
"SPR","3405","El cliente intenta sobornar, extorsionar o amenaza con el fin de realizar la operación fuera de los parámetros establecidos, o con la finalidad de evitar el envío del Aviso."
"SPR","3406","De acuerdo con medios informativos u otras fuentes de información pública, se tiene conocimiento o sospecha de que el cliente, un familiar o persona relacionada, está vinculado con actividades ilícitas o se encuentra bajo proceso de investigación."
"SPR","3407","El cliente hace uso de un intermediario para realizar operaciones no acordes con la actividad económica o giro mercantil del cliente."
"SPR","3408","El cliente no quiere ser relacionado con la operación realizada."
"SPR","3409","El cliente o personas relacionadas con él realizan múltiples operaciones en un periodo muy corto sin razón aparente."
"SPR","3410","El cliente solicita que los honorarios del servicio sean pagados por un tercero que no participó en la operación."
"SPR","3411","El cliente se rehúsa  a proporcionar información sobre la identidad del beneficiario final."
"SPR","3412","El cliente insiste en contratar los servicios de un intermediario en todas sus transacciones, evitando el trato personal, sin causa que lo justifique."
"SPR","3413","Cliente extranjero aparentemente no cuenta con transacciones/negocios significativos en el país y solicita el apoyo de servicios profesionales."
"SPR","3414","El cliente es el firmante de las cuentas de la persona moral sin que exista causa que justifique el servicio profesional."
"SPR","3415","Hay indicios de que posterior a la constitución de la empresa, hubo un periodo largo de inactividad seguido de un aumento repentino e inexplicable de las actividades financieras."
"SPR","3416","El cliente es una persona moral que se describe como un negocio comercial, sin embargo no es posible corroborar esta información en fuentes abiertas."
"SPR","3417","El cliente (persona moral) está registrado con un nombre que indica actividades o servicios distintos a los que realiza."
"SPR","3418","La dirección proporcionada por el cliente es la misma que han indicado otros clientes (personas físicas y morales), sin que formen parte de un mismo grupo empresarial)."
"SPR","3419","Se tiene una cantidad inusualmente grande de beneficiarios y participantes mayoritarios."
"SPR","3420","Se sospecha que la persona moral que ha sido constituida/incorporada plantea un alto riesgo de lavado de dinero o de financiamiento del terrorismo."
"SPR","3421","La administración de recursos del cliente permite identificar que usa múltiples cuentas bancarias sin justificación aparente."
"SPR","3422","El cliente no muestra interés en la estructura de la(s) empresa(s) que se está(n) constituyendo."
"SPR","3423","Se tienen indicios de que el cliente involucra a múltiples profesionales para facilitar (o relacionar) aspectos de una transacción sin una razón que lo justifique."
"SPR","3424","La operación involucra a dos personas morales con directores, accionistas o beneficiarios finales similares o idénticos."
"SPR","3425","El cliente (personas físicas y  morales), declara una ocupación o actividad distinta a la que aparece en su Cédula de Identificación Fiscal."
"SPR","9999","Otra alerta."
"TCV","100","Sin alerta."
"TCV","3201","El cliente o usuario se rehúsa a proporcionar documentos personales que lo identifiquen."
"TCV","3202","El servicio otorgado es pagado por un tercero sin relación aparente con el cliente o usuario."
"TCV","3203","Custodia o traslado de bienes poco comunes o que no coinciden con la actividad económica o giro mercantil del cliente o usuario."
"TCV","3204","El cliente o usuario se rehúsa a revelar cuáles son los bienes transportados o custodiados sin razón aparente"
"TCV","3205","De acuerdo con medios informativos u otras fuentes de información pública, se tiene conocimiento o sospecha de que el cliente, un familiar o persona relacionada, está vinculado con actividades ilícitas o se encuentra bajo proceso de investigación."
"TCV","3206","El cliente o usuario parece no importarle pagar precios superiores a los del mercado con el fin de que el servicio se realice fuera de los parámetros establecidos."
"TCV","3207","El cliente o usuario no quiere ser relacionado con la contratación del servicio."
"TCV","3208","Hay indicios, o certeza, que las partes no están actuando en nombre propio y están tratando de ocultar la identidad del cliente o usuario real."
"TCV","3209","El cliente o usuario liquida la operación por medio de una transferencia proveniente de un país extranjero, cuando no existe justificación para ello."
"TCV","3210","El cliente o usuario intenta sobornar, extorsionar o amenaza con el fin de realizar la operación fuera de los parámetros establecidos, o con la finalidad de evitar el envío del Aviso."
"TCV","3211","La información y documentación presentada por el cliente o usuario es inconsistente o de difícil verificación por parte del Sujeto Obligado."
"TCV","3212","El cliente o usuario solicita, en su mayoría y de forma continua, traslado de metales preciosos sin que su actividad lo justifique"
"TCV","3213","El cliente o usuario o personas relacionadas con él realizan múltiples operaciones en un periodo muy corto sin razón aparente."
"TCV","3214","Traslado habitual de valores a nombre de diferentes personas en el mismo domicilio de entrega, sin causa que lo justifique"
"TCV","3215","Clientes o usuarios personas morales que solicitan traslado de efectivo que sean recogidos o entregados en casas habitación u oficinas virtuales."
"TCV","3216","El monto trasladado excede significativamente el promedio de los servicios solicitados por el cliente con anterioridad."
"TCV","3217","El cliente evita que el domicilio exacto de recepción o entrega de los valores quede registrado, proporcionando la información por otros medios (teléfono, correo electrónico, etc.)."
"TCV","3218","El monto del numerario o valores trasladados no corresponde a la magnitud del negocio o la actividad declarada del cliente."
"TCV","9999","Otra alerta."
"TDR","100","Sin alerta."
"TDR","3701","El cliente o usuario se rehúsa a proporcionar documentos personales que lo identifiquen."
"TDR","3702","De acuerdo con medios informativos u otras fuentes de información pública, se tiene conocimiento o sospecha de que el cliente, un familiar o persona relacionada, está vinculado con actividades ilícitas o se encuentra bajo proceso de investigación."
"TDR","3703","El monto disponible en la tarjeta no es acorde con la actividad económica o giro mercantil declarado por el cliente o usuario."
"TDR","3704","Hay indicios, o certeza, que las partes no están actuando en nombre propio y están tratando de ocultar la identidad del cliente o usuario real."
"TDR","3705","El cliente o usuario intenta sobornar, extorsionar o amenaza al vendedor con el fin de realizar la operación fuera de los parámetros establecidos, o con la finalidad de evitar el envío del Aviso."
"TDR","3706","La información y documentación presentada por el cliente o usuario es inconsistente o de difícil verificación por parte del Sujeto Obligado."
"TDR","3707","El cliente o usuario realiza una o más compras por un valor significativamente elevado sin lógica aparente, con el objeto de retirar efectivo con las recompensas ganadas."
"TDR","3708","El cliente o usuario realiza una o más compras por un valor significativamente elevado, con el objeto de obtener la devolución del monto pagado."
"TDR","3709","Uso de divisas en efectivo para la adquisición de un bien con el único propósito de obtener la devolución en moneda nacional en un período corto de tiempo."
"TDR","3710","El cliente o usuario no quiere ser relacionado con la operación realizada."
"TDR","3711","El cliente o usuario o personas relacionadas con él realizan múltiples operaciones en un periodo muy corto sin razón aparente."
"TDR","3712","La operación la realiza un tercero sin relación aparente con el cliente o usuario."
"TDR","9999","Otra alerta."
"TPP","2301","El cliente o usuario realiza operaciones de carga en diferentes tarjetas de forma periódica rebasando el umbral de aviso."
"TPP","2302","El cliente o usuario realiza la operación de carga o recarga por montos elevados liquidando en efectivo"
"TPP","2303","Se observa que el cliente o usuario realiza operaciones de carga o recarga por montos por arriba del umbral de identificación utilizando diversas tarjetas"
"TPP","2304","El cliente o usuario realiza diversas operaciones de carga o recarga por montos elevados en un periodo corto de tiempo."
"TPP","2305","Se observa que diferentes clientes o usuarios realizan operaciones de carga o recarga por arriba del umbral de identificación en la misma tarjeta."
"TPP","2306","Se observa que se realizan operaciones de carga o recarga en diferentes localidades, estados o jurisdicciones por arriba del umbral de identificación en la misma tarjeta"
"TPP","2307","El cliente o usuario se rehúsa a proporcionar documentos personales que lo identifiquen."
"TPP","2308","De acuerdo con medios informativos u otras fuentes de información pública, se tiene conocimiento o sospecha de que el cliente, un familiar o persona relacionada, está vinculado con actividades ilícitas o se encuentra bajo proceso de investigación."
"TPP","2309","El monto de carga o recarga no es acorde con la actividad económica o giro mercantil declarado por el cliente o usuario."
"TPP","2310","Hay indicios, o certeza, que las partes no están actuando en nombre propio y están tratando de ocultar la identidad del cliente o usuario real"
"TPP","2311","Uso de divisas en efectivo sin justificación alguna."
"TPP","2312","El cliente o usuario intenta sobornar, extorsionar o amenaza con el fin de realizar la operación fuera de los parámetros establecidos, o con la finalidad de evitar el envío del Aviso."
"TPP","2313","La información y documentación presentada por el cliente o usuario es inconsistente o de difícil verificación por parte del Sujeto Obligado."
"TPP","2314","El cliente o usuario no quiere ser relacionado con la operación realizada."
"TPP","2315","La operación la paga un tercero sin relación aparente con el cliente o usuario."
"TPP","2316","El cliente o usuario liquida la operación por medio de una transferencia proveniente de un país extranjero."
"TPP","9999","Otra alerta."
"TSC","100","Sin alerta."
"TSC","2201","El cliente realiza operaciones que salen de su perfil transaccional."
"TSC","2202","El cliente recurrentemente realiza el pago del saldo de la tarjeta en efectivo por cantidades elevadas por medio de canales no bancarios."
"TSC","2203","La tarjeta registra la mayoría de sus operaciones en lugares distantes de donde se tiene domiciliada sin razón aparente."
"TSC","2204","El cliente mantiene de manera regular saldo a favor en su cuenta sin justificación aparente."
"TSC","2205","El cliente realiza una compra por un valor significativamente elevado, pagando en la fecha de corte dicha operación en efectivo."
"TSC","2206","El cliente se rehúsa a proporcionar documentos personales que lo identifiquen."
"TSC","2207","De acuerdo con medios informativos u otras fuentes de información pública, se tiene conocimiento o sospecha de que el cliente, un familiar o persona relacionada, está vinculado con actividades ilícitas o se encuentra bajo proceso de investigación."
"TSC","2208","El monto de las operaciones realizadas con la tarjeta no es acorde con la actividad económica o giro mercantil declarado por el cliente."
"TSC","2209","Hay indicios, o certeza, que las partes no están actuando en nombre propio y están tratando de ocultar la identidad del cliente real."
"TSC","2210","El cliente intenta sobornar, extorsionar o amenaza al promotor con el fin de que se otorgue la tarjeta fuera de los parámetros establecidos, o con la finalidad de evitar el envío del Aviso."
"TSC","2211","La información y documentación presentada por el cliente es inconsistente o de difícil verificación por parte del Sujeto Obligado."
"TSC","2212","La  tarjeta es pagada por un tercero sin relación aparente con el cliente."
"TSC","2213","La tarjeta se liquida por medio de una transferencia proveniente de un país extranjero."
"TSC","2214","El cliente insiste liquidar el saldo de la tarjeta en efectivo en divisas diferentes a la moneda nacional, a pesar de indicarle que esto no está permitido."
"TSC","2215","El cliente solicita varias tarjetas con características similares sin que exista justificación para ello."
"TSC","2216","Otorgamiento de múltiples tarjetas adicionales o suplementarias sin causa justificada."
"TSC","9999","Otra alerta."
"VEH","100","Sin alerta."
"VEH","2501","El cliente o usuario se rehúsa a proporcionar documentos personales que lo identifiquen."
"VEH","2502","La operación es pagada, en parte o en su totalidad, por uno o más terceros sin relación aparente con el cliente o usuario."
"VEH","2503","El cliente o usuario solicita el reembolso del pago del vehículo poco tiempo después de ser adquirido."
"VEH","2504","El cliente o usuario compra múltiples vehículos en un periodo muy corto de tiempo, sin tener la preocupación sobre el costo, condiciones o tipo de vehículos."
"VEH","2505","De acuerdo con medios informativos u otras fuentes de información pública, se tiene conocimiento o sospecha de que el cliente, un familiar o persona relacionada, está vinculado con actividades ilícitas o se encuentra bajo proceso de investigación."
"VEH","2506","El cliente o usuario no quiere ser relacionado con la compra del vehículo."
"VEH","2507","La operación no es acorde con la actividad económica o giro mercantil declarado por el cliente o usuario."
"VEH","2508","El cliente o usuario vende su vehículo a precios muy por debajo del precio de mercado (aplica para Sujetos Obligados que se dedican a la compra de autos)."
"VEH","2509","Hay indicios, o certeza, que las partes no están actuando en nombre propio y están tratando de ocultar la identidad del cliente o usuario real."
"VEH","2510","Uso de divisas en efectivo sin justificación alguna."
"VEH","2511","El cliente o usuario liquida la operación  por medio de una transferencia proveniente de un país extranjero."
"VEH","2512","El cliente o usuario insiste en liquidar/pagar la operación en efectivo rebasando el umbral permitido en la Ley."
"VEH","2513","El cliente o usuario intenta sobornar, extorsionar o amenaza con el fin de realizar la operación fuera de los parámetros establecidos, o con la finalidad de evitar el envío del Aviso."
"VEH","2514","La información y documentación presentada por el cliente o usuario es inconsistente o de difícil verificación por parte del Sujeto Obligado."
"VEH","2515","Al cliente o usuario parece no importarle pagar precios superiores a los del mercado con la finalidad de que la operación se realice fuera de los parámetros establecidos."
"VEH","2516","El cliente o usuario o personas relacionadas con él realizan múltiples operaciones en un periodo muy corto de tiempo sin razón aparente."
"VEH","2517","El cliente o usuario registra el mismo domicilio que otros clientes sin que exista  relación aparente entre ellos."
"VEH","2518","El cliente o usuario es menor de edad y no cuenta con la capacidad de decisión ni la documentación necesaria para realizar la operación."
"VEH","2519","Hay indicios o certeza  de que los vehículos adquiridos son para exportación."
"VEH","2520","El cliente o usuario solicita que la operación se realice en un lugar distinto al establecimiento sin que exista causa justificada."
"VEH","2521","El cliente o usuario pretende liquidar la operación con monedas virtuales."
"VEH","9999","Otra alerta."
